"distid","year","DISTRICT_NAME","SCHOOL_YEAR","FULL_NCES_CODE","COUNTY","electiontype","candidateid","first","last","winner","incumbent","minor","raceid","areaid","districtwide","notes","candidateid2","raceid2","incDefeat","repeater","ncand","nrealcand","nwins","ninc","nincDef","nminor","scatterVotes","nincDefInd","candidate_votes","total_votes","CESA"
70,2007,"Algoma Sch Dist","2006-07","5500150","31",1,8,"Barabara","Rodgers",1,1,0,"6a","9",0,"","70-8","70-2007-6a-1",0,1,2,2,2,2,0,0,5,0,387,781,"7"
70,2007,"Algoma Sch Dist","2006-07","5500150","31",1,15,"Dean","Tenor",1,1,0,"6a","9",0,"","70-15","70-2007-6a-1",0,1,2,2,2,2,0,0,5,0,389,781,"7"
70,2007,"Algoma Sch Dist","2006-07","5500150","31",1,99,"Scatter","",0,0,1,"6a","9",0,"","70-99","70-2007-6a-1",NA,0,2,2,2,2,0,0,5,0,5,781,"7"
70,2008,"Algoma Sch Dist","2007-08","5500150","31",1,10,"David","Wessel",1,1,0,"7b","10",0,"","70-10","70-2008-7b-1",0,1,2,2,2,2,0,0,9,0,416,837,"7"
70,2008,"Algoma Sch Dist","2007-08","5500150","31",1,11,"Priscilla","Swoboda",1,1,0,"7b","10",0,"","70-11","70-2008-7b-1",0,1,2,2,2,2,0,0,9,0,412,837,"7"
70,2008,"Algoma Sch Dist","2007-08","5500150","31",1,99,"Scatter","",0,0,1,"7b","10",0,"","70-99","70-2008-7b-1",NA,0,2,2,2,2,0,0,9,0,9,837,"7"
70,2009,"Algoma Sch Dist","2008-09","5500150","31",1,17,"Ann","Schmitz",1,1,0,"8b","12",0,"","70-17","70-2009-8b-1",0,1,1,1,1,1,0,0,16,0,398,414,"7"
70,2009,"Algoma Sch Dist","2008-09","5500150","31",1,99,"Scatter","",0,0,1,"8b","12",0,"","70-99","70-2009-8b-1",NA,0,1,1,1,1,0,0,16,0,16,414,"7"
70,2009,"Algoma Sch Dist","2008-09","5500150","31",1,14,"Daniel","Polecheck",1,1,0,"8a","11",0,"","70-14","70-2009-8a-1",0,1,2,2,2,2,0,0,0,0,387,784,"7"
70,2009,"Algoma Sch Dist","2008-09","5500150","31",1,4,"Patricia","Qualman",1,1,0,"8a","11",0,"","70-4","70-2009-8a-1",0,1,2,2,2,2,0,0,0,0,397,784,"7"
70,2010,"Algoma Sch Dist","2009-10","5500150","31",1,99,"Scatter","",0,0,1,"9a","13",0,"","70-99","70-2010-9a-1",NA,0,2,2,2,2,0,0,3,0,3,383,"7"
70,2010,"Algoma Sch Dist","2009-10","5500150","31",1,8,"Barabara","Rodgers",1,1,0,"9a","13",0,"","70-8","70-2010-9a-1",0,1,2,2,2,2,0,0,3,0,195,383,"7"
70,2010,"Algoma Sch Dist","2009-10","5500150","31",1,15,"Dean","Tenor",1,1,0,"9a","13",0,"","70-15","70-2010-9a-1",0,1,2,2,2,2,0,0,3,0,185,383,"7"
70,2011,"Algoma Sch Dist","2010-11","5500150","31",1,10,"David","Wessel",1,1,0,"10b","14",0,"","70-10","70-2011-10b-1",0,1,2,2,2,2,0,0,34,0,791,1607,"7"
70,2011,"Algoma Sch Dist","2010-11","5500150","31",1,11,"Priscilla","Swoboda",1,1,0,"10b","14",0,"","70-11","70-2011-10b-1",0,1,2,2,2,2,0,0,34,0,782,1607,"7"
70,2011,"Algoma Sch Dist","2010-11","5500150","31",1,99,"Scatter","",0,0,1,"10b","14",0,"","70-99","70-2011-10b-1",NA,0,2,2,2,2,0,0,34,0,34,1607,"7"
70,2012,"Algoma Sch Dist","2011-12","5500150","31",1,19,"Eric","Pieschek",1,0,0,"11a","15",0,"","70-19","70-2012-11a-1",NA,0,3,3,2,1,0,0,0,0,726,1686,"7"
70,2012,"Algoma Sch Dist","2011-12","5500150","31",1,4,"Patricia","Qualman",1,1,0,"11a","15",0,"","70-4","70-2012-11a-1",0,1,3,3,2,1,0,0,0,0,723,1686,"7"
70,2012,"Algoma Sch Dist","2011-12","5500150","31",1,18,"Lori","Irsay",0,0,0,"11a","15",0,"","70-18","70-2012-11a-1",NA,0,3,3,2,1,0,0,0,0,237,1686,"7"
70,2012,"Algoma Sch Dist","2011-12","5500150","31",1,17,"Ann","Schmitz",1,1,0,"11b","16",0,"","70-17","70-2012-11b-1",0,1,1,1,1,1,0,0,20,0,985,1005,"7"
70,2012,"Algoma Sch Dist","2011-12","5500150","31",1,99,"Scatter","",0,0,1,"11b","16",0,"","70-99","70-2012-11b-1",NA,0,1,1,1,1,0,0,20,0,20,1005,"7"
91,2002,"Alma Center Sch Dist","2001-02","5500210","27",1,1,"","Ransom",1,0,0,"1","1",1,"","91-1","91-2002-1-1",NA,0,2,2,2,0,0,0,10,0,472,994,"4"
91,2002,"Alma Center Sch Dist","2001-02","5500210","27",1,2,"","Jacobson",1,0,0,"1","1",1,"","91-2","91-2002-1-1",NA,0,2,2,2,0,0,0,10,0,512,994,"4"
91,2002,"Alma Center Sch Dist","2001-02","5500210","27",1,99,"Scatter","",0,0,1,"1","1",1,"","91-99","91-2002-1-1",NA,0,2,2,2,0,0,0,10,0,10,994,"4"
91,2003,"Alma Center Sch Dist","2002-03","5500210","27",1,4,"","Scholze",1,1,0,"2","2",1,"","91-4","91-2003-2-1",0,1,2,2,2,2,0,0,13,0,437,856,"4"
91,2003,"Alma Center Sch Dist","2002-03","5500210","27",1,99,"Scatter","",0,0,1,"2","2",1,"","91-99","91-2003-2-1",NA,0,2,2,2,2,0,0,13,0,13,856,"4"
91,2003,"Alma Center Sch Dist","2002-03","5500210","27",1,3,"","Boynton",1,1,0,"2","2",1,"","91-3","91-2003-2-1",0,1,2,2,2,2,0,0,13,0,406,856,"4"
91,2004,"Alma Center Sch Dist","2003-04","5500210","27",1,99,"Scatter","",0,0,1,"3","3",1,"","91-99","91-2004-3-1",NA,0,3,3,3,2,0,0,10,0,10,1161,"4"
91,2004,"Alma Center Sch Dist","2003-04","5500210","27",1,5,"","Sheffer",1,1,0,"3","3",1,"","91-5","91-2004-3-1",0,1,3,3,3,2,0,0,10,0,366,1161,"4"
91,2004,"Alma Center Sch Dist","2003-04","5500210","27",1,6,"","Downer",1,0,0,"3","3",1,"","91-6","91-2004-3-1",NA,0,3,3,3,2,0,0,10,0,398,1161,"4"
91,2004,"Alma Center Sch Dist","2003-04","5500210","27",1,7,"","Forsting",1,1,0,"3","3",1,"","91-7","91-2004-3-1",0,1,3,3,3,2,0,0,10,0,387,1161,"4"
91,2005,"Alma Center Sch Dist","2004-05","5500210","27",1,2,"","Jacobson",1,1,0,"4","4",1,"","91-2","91-2005-4-1",0,1,3,3,2,2,0,0,8,0,398,1158,"4"
91,2005,"Alma Center Sch Dist","2004-05","5500210","27",1,1,"","Ransom",1,1,0,"4","4",1,"","91-1","91-2005-4-1",0,1,3,3,2,2,0,0,8,0,378,1158,"4"
91,2005,"Alma Center Sch Dist","2004-05","5500210","27",1,8,"","Hanson",0,0,0,"4","4",1,"","91-8","91-2005-4-1",NA,0,3,3,2,2,0,0,8,0,374,1158,"4"
91,2005,"Alma Center Sch Dist","2004-05","5500210","27",1,99,"Scatter","",0,0,1,"4","4",1,"","91-99","91-2005-4-1",NA,0,3,3,2,2,0,0,8,0,8,1158,"4"
91,2006,"Alma Center Sch Dist","2005-06","5500210","27",1,3,"","Boynton",1,1,0,"5","5",1,"","91-3","91-2006-5-1",0,1,2,2,2,1,0,0,13,0,297,649,"4"
91,2006,"Alma Center Sch Dist","2005-06","5500210","27",1,8,"","Hanson",1,0,0,"5","5",1,"","91-8","91-2006-5-1",NA,1,2,2,2,1,0,0,13,0,339,649,"4"
91,2006,"Alma Center Sch Dist","2005-06","5500210","27",1,99,"Scatter","",0,0,1,"5","5",1,"","91-99","91-2006-5-1",NA,0,2,2,2,1,0,0,13,0,13,649,"4"
91,2007,"Alma Center Sch Dist","2006-07","5500210","27",1,5,"","Sheffer",1,1,0,"6","6",1,"","91-5","91-2007-6-1",0,1,4,4,3,3,0,0,28,0,421,1737,"4"
91,2007,"Alma Center Sch Dist","2006-07","5500210","27",1,9,"","Jahn",0,0,0,"6","6",1,"","91-9","91-2007-6-1",NA,0,4,4,3,3,0,0,28,0,378,1737,"4"
91,2007,"Alma Center Sch Dist","2006-07","5500210","27",1,7,"","Forsting",1,1,0,"6","6",1,"","91-7","91-2007-6-1",0,1,4,4,3,3,0,0,28,0,516,1737,"4"
91,2007,"Alma Center Sch Dist","2006-07","5500210","27",1,10,"","Wright",1,1,0,"6","6",1,"","91-10","91-2007-6-1",0,1,4,4,3,3,0,0,28,0,394,1737,"4"
91,2007,"Alma Center Sch Dist","2006-07","5500210","27",1,99,"Scatter","",0,0,1,"6","6",1,"","91-99","91-2007-6-1",NA,0,4,4,3,3,0,0,28,0,28,1737,"4"
91,2008,"Alma Center Sch Dist","2007-08","5500210","27",1,11,"","Larson",1,0,0,"7","7",1,"","91-11","91-2008-7-1",NA,0,4,4,2,0,0,0,0,0,432,1572,"4"
91,2008,"Alma Center Sch Dist","2007-08","5500210","27",1,12,"","Olson",1,0,0,"7","7",1,"","91-12","91-2008-7-1",NA,0,4,4,2,0,0,0,0,0,407,1572,"4"
91,2008,"Alma Center Sch Dist","2007-08","5500210","27",1,13,"","Lien",0,0,0,"7","7",1,"","91-13","91-2008-7-1",NA,0,4,4,2,0,0,0,0,0,363,1572,"4"
91,2008,"Alma Center Sch Dist","2007-08","5500210","27",1,14,"","Aldach",0,0,0,"7","7",1,"","91-14","91-2008-7-1",NA,0,4,4,2,0,0,0,0,0,370,1572,"4"
91,2009,"Alma Center Sch Dist","2008-09","5500210","27",1,16,"","Austin",0,0,0,"8","8",1,"","91-16","91-2009-8-1",NA,0,4,4,2,1,0,0,0,0,150,1085,"4"
91,2009,"Alma Center Sch Dist","2008-09","5500210","27",1,15,"","Simmons",0,0,0,"8","8",1,"","91-15","91-2009-8-1",NA,0,4,4,2,1,0,0,0,0,278,1085,"4"
91,2009,"Alma Center Sch Dist","2008-09","5500210","27",1,8,"","Hanson",1,1,0,"8","8",1,"","91-8","91-2009-8-1",0,1,4,4,2,1,0,0,0,0,353,1085,"4"
91,2009,"Alma Center Sch Dist","2008-09","5500210","27",1,13,"","Lien",1,0,0,"8","8",1,"","91-13","91-2009-8-1",NA,1,4,4,2,1,0,0,0,0,304,1085,"4"
91,2010,"Alma Center Sch Dist","2009-10","5500210","27",1,15,"","Simmons",1,0,0,"9","9",1,"","91-15","91-2010-9-1",NA,1,4,4,3,2,0,0,4,0,301,1223,"4"
91,2010,"Alma Center Sch Dist","2009-10","5500210","27",1,7,"","Forsting",1,1,0,"9","9",1,"","91-7","91-2010-9-1",0,1,4,4,3,2,0,0,4,0,369,1223,"4"
91,2010,"Alma Center Sch Dist","2009-10","5500210","27",1,10,"","Wright",1,1,0,"9","9",1,"","91-10","91-2010-9-1",0,1,4,4,3,2,0,0,4,0,332,1223,"4"
91,2010,"Alma Center Sch Dist","2009-10","5500210","27",1,14,"","Aldach",0,0,0,"9","9",1,"","91-14","91-2010-9-1",NA,1,4,4,3,2,0,0,4,0,217,1223,"4"
91,2010,"Alma Center Sch Dist","2009-10","5500210","27",1,99,"Scatter","",0,0,1,"9","9",1,"","91-99","91-2010-9-1",NA,0,4,4,3,2,0,0,4,0,4,1223,"4"
91,2011,"Alma Center Sch Dist","2010-11","5500210","27",1,17,"","Schufletowski",0,0,0,"10","10",1,"","91-17","91-2011-10-1",NA,0,5,5,2,2,0,0,2,0,109,1376,"4"
91,2011,"Alma Center Sch Dist","2010-11","5500210","27",1,16,"","Gile",0,0,0,"10","10",1,"","91-16","91-2011-10-1",NA,0,5,5,2,2,0,0,2,0,393,1376,"4"
91,2011,"Alma Center Sch Dist","2010-11","5500210","27",1,11,"","Larson",1,1,0,"10","10",1,"","91-11","91-2011-10-1",0,1,5,5,2,2,0,0,2,0,423,1376,"4"
91,2011,"Alma Center Sch Dist","2010-11","5500210","27",1,12,"","Olson",1,1,0,"10","10",1,"","91-12","91-2011-10-1",0,1,5,5,2,2,0,0,2,0,428,1376,"4"
91,2011,"Alma Center Sch Dist","2010-11","5500210","27",1,18,"","Fisher",0,0,0,"10","10",1,"","91-18","91-2011-10-1",NA,0,5,5,2,2,0,0,2,0,21,1376,"4"
91,2011,"Alma Center Sch Dist","2010-11","5500210","27",1,99,"Scatter","",0,0,1,"10","10",1,"","91-99","91-2011-10-1",NA,0,5,5,2,2,0,0,2,0,2,1376,"4"
91,2012,"Alma Center Sch Dist","2011-12","5500210","27",1,19,"","Stubrud",1,0,0,"11","11",1,"","91-19","91-2012-11-1",NA,0,3,3,2,1,1,0,11,1,340,1028,"4"
91,2012,"Alma Center Sch Dist","2011-12","5500210","27",1,17,"","Schufletowski",1,0,0,"11","11",1,"","91-17","91-2012-11-1",NA,1,3,3,2,1,1,0,11,1,393,1028,"4"
91,2012,"Alma Center Sch Dist","2011-12","5500210","27",1,13,"","Lien",0,1,0,"11","11",1,"","91-13","91-2012-11-1",1,1,3,3,2,1,1,0,11,1,284,1028,"4"
91,2012,"Alma Center Sch Dist","2011-12","5500210","27",1,99,"Scatter","",0,0,1,"11","11",1,"","91-99","91-2012-11-1",NA,0,3,3,2,1,1,0,11,1,11,1028,"4"
105,2009,"Almond-Bancroft Sch Dist","2008-09","5500240","49",1,2,"Debbie","Bradley",1,1,0,"1","1",1,"","105-2","105-2009-1-1",0,1,2,2,2,2,0,0,1,0,257,521,"5"
105,2009,"Almond-Bancroft Sch Dist","2008-09","5500240","49",1,1,"Roy","Danforth",1,1,0,"1","1",1,"","105-1","105-2009-1-1",0,1,2,2,2,2,0,0,1,0,263,521,"5"
105,2009,"Almond-Bancroft Sch Dist","2008-09","5500240","49",1,99,"Scatter","",0,0,1,"1","1",1,"","105-99","105-2009-1-1",NA,0,2,2,2,2,0,0,1,0,1,521,"5"
105,2010,"Almond-Bancroft Sch Dist","2009-10","5500240","49",1,99,"Scatter","",0,0,1,"2","2",1,"","105-99","105-2010-2-1",NA,0,2,2,2,2,0,0,6,0,6,448,"5"
105,2010,"Almond-Bancroft Sch Dist","2009-10","5500240","49",1,3,"Jeanetter","Wilson",1,1,0,"2","2",1,"","105-3","105-2010-2-1",0,1,2,2,2,2,0,0,6,0,212,448,"5"
105,2010,"Almond-Bancroft Sch Dist","2009-10","5500240","49",1,4,"Catherine","Guth",1,1,0,"2","2",1,"","105-4","105-2010-2-1",0,1,2,2,2,2,0,0,6,0,230,448,"5"
105,2011,"Almond-Bancroft Sch Dist","2010-11","5500240","49",1,6,"Charles","Dernbach",1,1,0,"3","3",1,"","105-6","105-2011-3-1",0,1,3,3,1,1,0,0,6,0,476,1379,"5"
105,2011,"Almond-Bancroft Sch Dist","2010-11","5500240","49",1,5,"Gary","Smith",0,0,0,"3","3",1,"","105-5","105-2011-3-1",NA,1,3,3,1,1,0,0,6,0,471,1379,"5"
105,2011,"Almond-Bancroft Sch Dist","2010-11","5500240","49",1,7,"Carol","Ellie",0,0,0,"3","3",1,"","105-7","105-2011-3-1",NA,1,3,3,1,1,0,0,6,0,426,1379,"5"
105,2011,"Almond-Bancroft Sch Dist","2010-11","5500240","49",1,99,"Scatter","",0,0,1,"3","3",1,"","105-99","105-2011-3-1",NA,0,3,3,1,1,0,0,6,0,6,1379,"5"
105,2012,"Almond-Bancroft Sch Dist","2011-12","5500240","49",1,1,"Roy","Danforth",1,1,0,"4","4",1,"","105-1","105-2012-4-1",0,1,2,2,2,2,0,0,10,0,326,648,"5"
105,2012,"Almond-Bancroft Sch Dist","2011-12","5500240","49",1,2,"Debbie","Bradley",1,1,0,"4","4",1,"","105-2","105-2012-4-1",0,1,2,2,2,2,0,0,10,0,312,648,"5"
105,2012,"Almond-Bancroft Sch Dist","2011-12","5500240","49",1,99,"Scatter","",0,0,1,"4","4",1,"","105-99","105-2012-4-1",NA,0,2,2,2,2,0,0,10,0,10,648,"5"
119,2003,"Amery Sch Dist","2002-03","5500300","48",1,1,"David","Duxbury",1,1,0,"1","1",1,"","119-1","119-2003-1-1",0,1,2,2,2,1,0,0,89,0,1395,2812,"11"
119,2003,"Amery Sch Dist","2002-03","5500300","48",1,2,"Sidney","Bjorkman",1,0,0,"1","1",1,"","119-2","119-2003-1-1",NA,0,2,2,2,1,0,0,89,0,1328,2812,"11"
119,2003,"Amery Sch Dist","2002-03","5500300","48",1,99,"Scatter","",0,0,1,"1","1",1,"","119-99","119-2003-1-1",NA,0,2,2,2,1,0,0,89,0,89,2812,"11"
119,2004,"Amery Sch Dist","2003-04","5500300","48",1,3,"Jane","Johnson",1,0,0,"2","2",1,"","119-3","119-2004-2-1",NA,0,2,2,2,0,0,0,12,0,725,1370,"11"
119,2004,"Amery Sch Dist","2003-04","5500300","48",1,4,"Dale","Johnson",1,0,0,"2","2",1,"","119-4","119-2004-2-1",NA,0,2,2,2,0,0,0,12,0,633,1370,"11"
119,2004,"Amery Sch Dist","2003-04","5500300","48",1,99,"Scatter","",0,0,1,"2","2",1,"","119-99","119-2004-2-1",NA,0,2,2,2,0,0,0,12,0,12,1370,"11"
119,2005,"Amery Sch Dist","2004-05","5500300","48",1,12,"John","Northway",1,1,0,"3","3",1,"","119-12","119-2005-3-1",0,1,1,1,1,1,0,0,182,0,1999,2181,"11"
119,2005,"Amery Sch Dist","2004-05","5500300","48",1,99,"Scatter","",0,0,1,"3","3",1,"","119-99","119-2005-3-1",NA,0,1,1,1,1,0,0,182,0,182,2181,"11"
119,2007,"Amery Sch Dist","2006-07","5500300","48",1,3,"Jane","Johnson",1,1,0,"4","4",1,"","119-3","119-2007-4-1",0,1,2,2,2,2,0,0,14,0,1875,3777,"11"
119,2007,"Amery Sch Dist","2006-07","5500300","48",1,4,"Dale","Johnson",1,1,0,"4","4",1,"","119-4","119-2007-4-1",0,1,2,2,2,2,0,0,14,0,1888,3777,"11"
119,2007,"Amery Sch Dist","2006-07","5500300","48",1,99,"Scatter","",0,0,1,"4","4",1,"","119-99","119-2007-4-1",NA,0,2,2,2,2,0,0,14,0,14,3777,"11"
119,2008,"Amery Sch Dist","2007-08","5500300","48",1,5,"Peggy","Green",1,0,0,"5","5",1,"","119-5","119-2008-5-1",NA,0,2,2,2,0,0,0,15,0,427,1209,"11"
119,2008,"Amery Sch Dist","2007-08","5500300","48",1,6,"Keith","Anderson",1,0,0,"5","5",1,"","119-6","119-2008-5-1",NA,0,2,2,2,0,0,0,15,0,767,1209,"11"
119,2008,"Amery Sch Dist","2007-08","5500300","48",1,99,"Scatter","",0,0,1,"5","5",1,"","119-99","119-2008-5-1",NA,0,2,2,2,0,0,0,15,0,15,1209,"11"
119,2009,"Amery Sch Dist","2008-09","5500300","48",1,8,"Lynn","Blomstrand",1,0,0,"6","6",1,"","119-8","119-2009-6-1",NA,0,4,4,2,0,0,0,3,0,579,2152,"11"
119,2009,"Amery Sch Dist","2008-09","5500300","48",1,7,"Darren","Van Blaricom",1,0,0,"6","6",1,"","119-7","119-2009-6-1",NA,0,4,4,2,0,0,0,3,0,830,2152,"11"
119,2009,"Amery Sch Dist","2008-09","5500300","48",1,9,"Scott","Iverson",0,0,0,"6","6",1,"","119-9","119-2009-6-1",NA,0,4,4,2,0,0,0,3,0,383,2152,"11"
119,2009,"Amery Sch Dist","2008-09","5500300","48",1,10,"Fritz","Coulter",0,0,0,"6","6",1,"","119-10","119-2009-6-1",NA,0,4,4,2,0,0,0,3,0,357,2152,"11"
119,2009,"Amery Sch Dist","2008-09","5500300","48",1,99,"Scatter","",0,0,1,"6","6",1,"","119-99","119-2009-6-1",NA,0,4,4,2,0,0,0,3,0,3,2152,"11"
119,2010,"Amery Sch Dist","2009-10","5500300","48",1,11,"Thomas","Bossany",0,0,0,"7","7",1,"","119-11","119-2010-7-1",NA,0,4,4,2,2,0,0,2,0,264,1988,"11"
119,2010,"Amery Sch Dist","2009-10","5500300","48",1,4,"Dale","Johnson",1,1,0,"7","7",1,"","119-4","119-2010-7-1",0,1,4,4,2,2,0,0,2,0,697,1988,"11"
119,2010,"Amery Sch Dist","2009-10","5500300","48",1,10,"Fritz","Coulter",0,0,0,"7","7",1,"","119-10","119-2010-7-1",NA,1,4,4,2,2,0,0,2,0,316,1988,"11"
119,2010,"Amery Sch Dist","2009-10","5500300","48",1,3,"Jane","Johnson",1,1,0,"7","7",1,"","119-3","119-2010-7-1",0,1,4,4,2,2,0,0,2,0,709,1988,"11"
119,2010,"Amery Sch Dist","2009-10","5500300","48",1,99,"Scatter","",0,0,1,"7","7",1,"","119-99","119-2010-7-1",NA,0,4,4,2,2,0,0,2,0,2,1988,"11"
119,2011,"Amery Sch Dist","2010-11","5500300","48",1,10,"Fritz","Coulter",0,0,0,"8","8",1,"","119-10","119-2011-8-1",NA,1,2,2,1,1,0,0,7,0,505,1879,"11"
119,2011,"Amery Sch Dist","2010-11","5500300","48",1,6,"Keith","Anderson",1,1,0,"8","8",1,"","119-6","119-2011-8-1",0,1,2,2,1,1,0,0,7,0,1367,1879,"11"
119,2011,"Amery Sch Dist","2010-11","5500300","48",1,99,"Scatter","",0,0,1,"8","8",1,"","119-99","119-2011-8-1",NA,0,2,2,1,1,0,0,7,0,7,1879,"11"
119,2012,"Amery Sch Dist","2011-12","5500300","48",1,7,"Darren","Van Blaricom",1,1,0,"9","9",1,"","119-7","119-2012-9-1",0,1,3,3,2,2,0,0,18,0,1250,3076,"11"
119,2012,"Amery Sch Dist","2011-12","5500300","48",1,10,"Fritz","Coulter",0,0,0,"9","9",1,"","119-10","119-2012-9-1",NA,1,3,3,2,2,0,0,18,0,733,3076,"11"
119,2012,"Amery Sch Dist","2011-12","5500300","48",1,8,"Lynn","Blomstrand",1,1,0,"9","9",1,"","119-8","119-2012-9-1",0,1,3,3,2,2,0,0,18,0,1075,3076,"11"
119,2012,"Amery Sch Dist","2011-12","5500300","48",1,99,"Scatter","",0,0,1,"9","9",1,"","119-99","119-2012-9-1",NA,0,3,3,2,2,0,0,18,0,18,3076,"11"
126,2002,"Tomorrow River Sch Dist","2001-02","5500330","49",1,1,"Nick","Trzebiatowski",1,1,0,"1","1",1,"","126-1","126-2002-1-1",0,1,1,1,1,1,0,0,25,0,1044,1069,"5"
126,2002,"Tomorrow River Sch Dist","2001-02","5500330","49",1,99,"Scatter","",0,0,1,"1","1",1,"","126-99","126-2002-1-1",NA,0,1,1,1,1,0,0,25,0,25,1069,"5"
126,2003,"Tomorrow River Sch Dist","2002-03","5500330","49",1,3,"Carl","Chantelois",0,0,0,"2","2",1,"","126-3","126-2003-2-1",NA,0,4,4,2,1,0,0,6,0,563,2229,"5"
126,2003,"Tomorrow River Sch Dist","2002-03","5500330","49",1,2,"Ron","Borski",1,0,0,"2","2",1,"","126-2","126-2003-2-1",NA,0,4,4,2,1,0,0,6,0,779,2229,"5"
126,2003,"Tomorrow River Sch Dist","2002-03","5500330","49",1,4,"Tim","Osborn",1,1,0,"2","2",1,"","126-4","126-2003-2-1",0,1,4,4,2,1,0,0,6,0,846,2229,"5"
126,2003,"Tomorrow River Sch Dist","2002-03","5500330","49",1,5,"Dennis","Cook",0,0,0,"2","2",1,"","126-5","126-2003-2-1",NA,0,4,4,2,1,0,0,6,0,35,2229,"5"
126,2003,"Tomorrow River Sch Dist","2002-03","5500330","49",1,99,"Scatter","",0,0,1,"2","2",1,"","126-99","126-2003-2-1",NA,0,4,4,2,1,0,0,6,0,6,2229,"5"
126,2004,"Tomorrow River Sch Dist","2003-04","5500330","49",1,7,"Mark","Kryshak",1,1,0,"3","3",1,"","126-7","126-2004-3-1",0,1,2,2,2,2,0,0,5,0,247,492,"5"
126,2004,"Tomorrow River Sch Dist","2003-04","5500330","49",1,6,"Sandra","Keener",1,1,0,"3","3",1,"","126-6","126-2004-3-1",0,1,2,2,2,2,0,0,5,0,240,492,"5"
126,2004,"Tomorrow River Sch Dist","2003-04","5500330","49",1,99,"Scatter","",0,0,1,"3","3",1,"","126-99","126-2004-3-1",NA,0,2,2,2,2,0,0,5,0,5,492,"5"
126,2005,"Tomorrow River Sch Dist","2004-05","5500330","49",1,8,"Michael","Turner",1,0,0,"4","4",1,"","126-8","126-2005-4-1",NA,0,1,1,1,0,0,0,14,0,790,804,"5"
126,2005,"Tomorrow River Sch Dist","2004-05","5500330","49",1,99,"Scatter","",0,0,1,"4","4",1,"","126-99","126-2005-4-1",NA,0,1,1,1,0,0,0,14,0,14,804,"5"
126,2006,"Tomorrow River Sch Dist","2005-06","5500330","49",1,2,"Ron","Borski",1,1,0,"5","5",1,"","126-2","126-2006-5-1",0,1,2,2,2,2,0,0,4,0,711,1428,"5"
126,2006,"Tomorrow River Sch Dist","2005-06","5500330","49",1,4,"Tim","Osborn",1,1,0,"5","5",1,"","126-4","126-2006-5-1",0,1,2,2,2,2,0,0,4,0,713,1428,"5"
126,2006,"Tomorrow River Sch Dist","2005-06","5500330","49",1,99,"Scatter","",0,0,1,"5","5",1,"","126-99","126-2006-5-1",NA,0,2,2,2,2,0,0,4,0,4,1428,"5"
126,2007,"Tomorrow River Sch Dist","2006-07","5500330","49",1,9,"Jerry","Reiderer",0,0,0,"6","6",1,"","126-9","126-2007-6-1",NA,0,3,3,2,1,0,0,8,0,380,1689,"5"
126,2007,"Tomorrow River Sch Dist","2006-07","5500330","49",1,6,"Sandra","Keener",1,1,0,"6","6",1,"","126-6","126-2007-6-1",0,1,3,3,2,1,0,0,8,0,674,1689,"5"
126,2007,"Tomorrow River Sch Dist","2006-07","5500330","49",1,10,"Diana","Bohman",1,0,0,"6","6",1,"","126-10","126-2007-6-1",NA,0,3,3,2,1,0,0,8,0,627,1689,"5"
126,2007,"Tomorrow River Sch Dist","2006-07","5500330","49",1,99,"Scatter","",0,0,1,"6","6",1,"","126-99","126-2007-6-1",NA,0,3,3,2,1,0,0,8,0,8,1689,"5"
126,2008,"Tomorrow River Sch Dist","2007-08","5500330","49",1,99,"Scatter","",0,0,1,"7","7",1,"","126-99","126-2008-7-1",NA,0,1,1,1,1,0,0,11,0,11,550,"5"
126,2008,"Tomorrow River Sch Dist","2007-08","5500330","49",1,8,"Michael","Turner",1,1,0,"7","7",1,"","126-8","126-2008-7-1",0,1,1,1,1,1,0,0,11,0,539,550,"5"
126,2009,"Tomorrow River Sch Dist","2008-09","5500330","49",1,4,"Tim","Osborn",1,1,0,"8","8",1,"","126-4","126-2009-8-1",0,1,3,3,2,2,1,0,5,1,468,1334,"5"
126,2009,"Tomorrow River Sch Dist","2008-09","5500330","49",1,2,"Ron","Borski",0,1,0,"8","8",1,"","126-2","126-2009-8-1",1,1,3,3,2,2,1,0,5,1,416,1334,"5"
126,2009,"Tomorrow River Sch Dist","2008-09","5500330","49",1,7,"Mark","Kryshak",1,0,0,"8","8",1,"","126-7","126-2009-8-1",NA,1,3,3,2,2,1,0,5,1,445,1334,"5"
126,2009,"Tomorrow River Sch Dist","2008-09","5500330","49",1,99,"Scatter","",0,0,1,"8","8",1,"","126-99","126-2009-8-1",NA,0,3,3,2,2,1,0,5,1,5,1334,"5"
126,2010,"Tomorrow River Sch Dist","2009-10","5500330","49",1,10,"Diana","Bohman",1,1,0,"9","9",1,"","126-10","126-2010-9-1",0,1,2,2,2,2,0,0,35,0,1064,2198,"5"
126,2010,"Tomorrow River Sch Dist","2009-10","5500330","49",1,6,"Sandra","Keener",1,1,0,"9","9",1,"","126-6","126-2010-9-1",0,1,2,2,2,2,0,0,35,0,1099,2198,"5"
126,2010,"Tomorrow River Sch Dist","2009-10","5500330","49",1,99,"Scatter","",0,0,1,"9","9",1,"","126-99","126-2010-9-1",NA,0,2,2,2,2,0,0,35,0,35,2198,"5"
